Circuito,Entrenamientos,Neumáticos,ModoPilotaje,CargaCombustible,TemperaturaPista,GomaEnPista,AgarreAsfalto,Clima,Sobrecalentamiento,VidaNeumatico,CantidadAgua,ConfianzaPilotoPista,ConfianzaPilotoCoche,DesgasteVuelta,Piloto,Trafico,CombustibleAlto,SafetyCar,TiempoVuelta
Australia,True,Soft,Balanced,26.6,32,VeryLow,Average,Cloudy,False,68,0.0,3,42,5.0,Leclerc,True,False,False,82.446
Australia,True,Soft,Balanced,24.9,32,VeryLow,Average,Cloudy,False,63,0.0,3,42,5.0,Sainz,False,False,False,81.455
Australia,True,Soft,Balanced,24.9,32,VeryLow,Average,Cloudy,False,63,0.0,3,42,5.0,Leclerc,True,False,False,83.358
Australia,True,Soft,Balanced,23.2,32,VeryLow,Average,Cloudy,False,58,0.0,4,42,6.0,Sainz,False,True,False,81.443
Australia,True,Soft,Balanced,23.2,32,VeryLow,Average,Cloudy,False,58,0.0,4,42,6.0,Leclerc,True,True,False,82.895
Australia,True,Soft,Push,21.4,32,VeryLow,Average,Cloudy,False,52,0.0,4,42,6.0,Sainz,False,True,False,81.361
Australia,True,Soft,Push,21.4,32,VeryLow,Average,Cloudy,False,52,0.0,4,42,6.0,Leclerc,True,True,False,82.499
Australia,True,Soft,Push,19.5,32,VeryLow,Average,Cloudy,False,44,0.0,5,42,8.0,Sainz,False,True,False,81.929
Australia,True,Soft,Push,19.5,32,VeryLow,Average,Cloudy,False,44,0.0,5,42,8.0,Leclerc,True,True,False,82.548
Australia,True,Soft,Push,17.7,32,VeryLow,Average,Raining,False,36,1.05,6,42,4.0,Sainz,False,True,False,94.389
Australia,True,Soft,Push,17.7,31,VeryLow,Average,Raining,False,36,1.1,6,42,4.0,Leclerc,False,True,False,98.632
Australia,True,Rain,Balanced,69.0,27,VeryLow,Low,Raining,False,99,4.2,12,75,2.0,Sainz,False,False,False,91.404
Australia,True,Rain,Balanced,35.6,27,VeryLow,Low,Raining,False,99,4.2,12,59,2.0,Leclerc,False,False,False,92.845
Australia,True,Rain,Balanced,67.0,28,VeryLow,Low,Raining,False,97,3.8,12,75,1.0,Sainz,False,False,False,90.904
Australia,True,Rain,Balanced,33.6,28,VeryLow,Low,Raining,False,97,3.8,12,59,1.0,Leclerc,False,False,False,92.574
Australia,True,Rain,Balanced,65.2,29,VeryLow,Low,Raining,False,96,3.5,13,75,2.0,Sainz,False,False,False,91.408
Australia,True,Rain,Balanced,31.8,29,VeryLow,Low,Raining,False,96,3.5,13,59,2.0,Leclerc,False,False,False,90.138
Australia,True,Rain,Balanced,30.0,30,VeryLow,Low,Raining,False,94,3.1,14,59,5.0,Leclerc,False,False,False,90.929
Australia,True,Rain,Balanced,26.4,31,VeryLow,Low,Raining,False,89,2.46,14,59,3.0,Leclerc,False,False,False,93.016
Australia,True,Inter,Balanced,67.0,31,VeryLow,Low,Raining,False,94,2.3,14,75,2.0,Sainz,False,False,False,88.772
Australia,True,Rain,Balanced,24.6,30,VeryLow,Low,Raining,True,86,2.54,15,59,3.0,Leclerc,False,False,False,93.379
Australia,True,Inter,Balanced,65.2,30,VeryLow,Low,Raining,False,92,2.4,15,75,2.0,Sainz,True,False,False,94.362
Australia,True,Rain,Balanced,22.8,29,VeryLow,Low,Raining,True,83,2.4,16,59,3.0,Leclerc,False,False,False,93.797
Australia,True,Inter,Balanced,63.2,29,VeryLow,Low,Raining,False,90,2.6,15,75,2.0,Sainz,False,False,False,88.585
Australia,True,Rain,Balanced,21.0,29,VeryLow,Low,Raining,True,80,2.3,17,59,3.0,Leclerc,True,False,False,94.703
Australia,True,Inter,Balanced,61.4,29,VeryLow,Low,Raining,False,88,2.47,16,75,2.0,Sainz,False,False,False,88.409
Australia,True,Rain,Balanced,19.2,29,VeryLow,Low,Raining,True,77,2.9,19,59,2.0,Leclerc,True,False,False,93.768
Australia,True,Inter,Balanced,59.5,28,VeryLow,Low,Raining,False,86,3.0,16,75,3.0,Sainz,False,False,False,89.495
Australia,True,Rain,Balanced,17.4,28,VeryLow,Low,Raining,False,75,3.3,20,59,2.0,Leclerc,False,False,False,91.299
Australia,True,Inter,Balanced,57.7,28,VeryLow,Low,Raining,False,83,3.3,16,75,2.0,Sainz,True,False,False,90.135
Australia,True,Rain,Balanced,15.6,27,VeryLow,Low,Raining,False,73,3.4,22,59,2.0,Leclerc,False,False,False,89.773
Australia,True,Inter,Balanced,55.8,27,VeryLow,Low,Raining,False,81,3.4,17,75,2.0,Sainz,False,False,False,89.917
Australia,True,Rain,Push,13.9,26,VeryLow,Low,Raining,False,71,3.4,24,59,2.0,Leclerc,False,False,False,89.454
Australia,True,Inter,Push,54.0,26,VeryLow,Low,Raining,False,79,3.4,18,75,2.0,Sainz,False,False,False,89.328
Australia,True,Rain,Push,12.1,27,VeryLow,Low,Raining,True,69,3.1,26,59,4.0,Leclerc,False,False,False,90.483
Australia,True,Inter,Push,52.0,27,VeryLow,Low,Raining,False,77,3.1,19,75,3.0,Sainz,False,False,False,88.84
Australia,True,Rain,Balanced,10.3,29,VeryLow,Low,Raining,True,65,2.7,27,59,2.0,Leclerc,False,False,False,92.197
Australia,True,Inter,Push,50.3,29,VeryLow,Low,Raining,False,74,2.7,20,75,3.0,Sainz,False,False,False,88.139
Australia,True,Rain,Balanced,8.6,30,VeryLow,Low,Raining,True,63,2.5,29,59,3.0,Leclerc,False,False,False,93.091
Australia,True,Inter,Push,48.3,30,VeryLow,Low,Raining,False,71,2.5,22,75,3.0,Sainz,False,False,False,87.929
Australia,True,Rain,Balanced,6.9,29,VeryLow,Low,Raining,True,60,2.3,31,59,3.0,Leclerc,False,False,False,93.789
Australia,True,Inter,Push,46.5,29,VeryLow,Low,Raining,False,68,2.3,23,75,3.0,Sainz,True,False,False,90.971
Australia,True,Rain,Balanced,5.1,29,VeryLow,Low,Sunny,True,57,2.5,33,59,3.0,Leclerc,False,False,False,93.716
Australia,True,Inter,Push,44.7,29,VeryLow,Low,Sunny,False,65,2.5,25,75,3.0,Sainz,False,False,False,87.897
Australia,True,Rain,Save,3.5,30,VeryLow,Low,Sunny,True,54,2.05,35,59,3.0,Leclerc,False,False,False,93.716
Australia,True,Inter,Push,41.0,31,VeryLow,Low,Sunny,False,62,2.05,27,75,4.0,Sainz,False,False,False,87.488
Australia,True,Inter,Push,39.3,32,VeryLow,Low,Sunny,False,58,1.7,29,75,2.0,Sainz,False,False,False,87.03
Australia,True,Hard,Push,95.3,32,VeryLow,Average,Cloudy,False,98,0.0,32,91,3.0,Sainz,False,False,False,84.052
Australia,True,Hard,Save,95.1,32,VeryLow,Average,Cloudy,False,98,0.0,37,97,2.0,Leclerc,False,True,False,84.331
Australia,True,Hard,Push,93.1,32,VeryLow,Average,Cloudy,False,95,0.0,32,91,3.0,Sainz,False,False,False,83.943
Australia,True,Hard,Save,92.7,32,VeryLow,Average,Cloudy,False,96,0.0,38,97,2.0,Leclerc,False,True,False,84.23
Australia,True,Hard,Push,91.3,32,VeryLow,Average,Cloudy,False,92,0.0,33,91,2.0,Sainz,True,False,False,84.282
Australia,True,Hard,Save,90.6,32,VeryLow,Average,Cloudy,False,94,0.0,38,97,2.0,Leclerc,False,True,False,84.085
Australia,True,Hard,Push,89.3,32,VeryLow,Average,Cloudy,False,90,0.0,33,91,2.0,Sainz,False,False,False,83.811
Australia,True,Hard,Save,88.6,32,VeryLow,Average,Cloudy,False,92,0.0,38,97,2.0,Leclerc,False,True,False,84.067
Australia,True,Hard,Push,87.4,32,VeryLow,Average,Cloudy,False,88,0.0,34,91,3.0,Sainz,False,True,False,83.563
Australia,True,Hard,Save,86.5,32,VeryLow,Average,Cloudy,False,90,0.0,39,97,1.0,Leclerc,False,True,False,83.873
Australia,True,Hard,Push,85.4,32,VeryLow,Average,Cloudy,False,85,0.0,34,91,4.0,Sainz,False,True,False,83.573
Australia,True,Hard,Save,84.6,32,VeryLow,Average,Cloudy,False,89,0.0,39,97,2.0,Leclerc,False,True,False,83.778
Australia,True,Hard,Push,83.3,32,VeryLow,Average,Cloudy,False,81,0.0,35,91,2.0,Sainz,False,True,False,83.316
Australia,True,Hard,Save,82.4,32,VeryLow,Average,Cloudy,False,87,0.0,40,97,2.0,Leclerc,False,True,False,83.749
Australia,True,Hard,Push,81.2,32,VeryLow,Average,Cloudy,False,79,0.0,36,91,3.0,Sainz,False,True,False,83.749
Australia,True,Hard,Save,80.5,32,VeryLow,Average,Cloudy,False,85,0.0,41,97,2.0,Leclerc,False,True,False,83.675
Australia,True,Hard,Save,79.1,32,VeryLow,Average,Cloudy,False,76,0.0,36,91,2.0,Sainz,False,True,False,83.675
Australia,True,Hard,Push,78.4,32,VeryLow,Average,Cloudy,False,83,0.0,41,97,2.0,Leclerc,False,False,False,83.29
Australia,True,Hard,Save,77.1,32,VeryLow,Average,Cloudy,False,74,0.0,37,91,2.0,Sainz,False,True,False,83.804
Australia,True,Hard,Push,76.6,32,VeryLow,Average,Cloudy,False,81,0.0,42,97,3.0,Leclerc,False,True,False,83.17
Australia,True,Hard,Save,75.1,32,VeryLow,Average,Cloudy,False,72,0.0,38,91,2.0,Sainz,False,True,False,83.8
Australia,True,Hard,Push,74.6,32,VeryLow,Average,Cloudy,False,78,0.0,43,97,3.0,Leclerc,False,True,False,83.159
Australia,True,Hard,Save,72.9,32,VeryLow,Average,Cloudy,False,70,0.0,40,91,2.0,Sainz,False,True,False,83.159
Australia,True,Hard,Push,72.6,32,VeryLow,Average,Cloudy,False,75,0.0,45,97,2.0,Leclerc,False,True,False,83.208
Australia,True,Hard,Save,71.0,32,VeryLow,Average,Cloudy,False,68,0.0,42,91,2.0,Sainz,False,True,False,84.211
Australia,True,Hard,Push,70.8,32,VeryLow,Average,Cloudy,False,73,0.0,47,97,3.0,Leclerc,False,True,False,83.099
Australia,True,Inter,Save,65.1,29,VeryLow,Low,Raining,False,97,2.32,51,97,2.0,Leclerc,False,False,False,88.373
Australia,True,Inter,Save,63.2,29,VeryLow,Low,Raining,False,95,2.04,51,97,1.0,Leclerc,False,False,False,87.901
Australia,True,Inter,Save,61.4,28,VeryLow,Low,Raining,False,94,1.76,52,97,2.0,Leclerc,False,False,False,87.433
Australia,True,Inter,Save,59.5,28,VeryLow,Low,Raining,False,92,1.96,52,97,2.0,Leclerc,False,False,False,87.76
Australia,True,Inter,Save,67.1,28,VeryLow,Low,Raining,False,97,2.01,46,89,1.0,Sainz,False,False,False,88.003
Australia,True,Inter,Save,57.6,28,VeryLow,Low,Raining,False,90,1.73,53,97,2.0,Leclerc,False,False,False,87.62
Australia,True,Inter,Save,65.1,29,VeryLow,Low,Raining,False,96,1.68,46,89,2.0,Sainz,False,False,False,88.123
Australia,True,Inter,Save,55.8,30,VeryLow,Low,Raining,False,88,2.11,53,97,2.0,Leclerc,False,False,False,87.802
Australia,True,Inter,Save,63.2,31,VeryLow,Low,Raining,False,94,2.09,47,89,2.0,Sainz,False,False,False,88.205
Australia,True,Inter,Save,54.0,32,VeryLow,Low,Raining,False,86,2.02,54,97,1.0,Leclerc,False,False,False,87.425
Australia,True,Inter,Save,61.3,32,VeryLow,Low,Raining,False,92,1.94,47,89,2.0,Sainz,False,False,False,87.797
Australia,True,Inter,Save,52.2,32,VeryLow,Low,Raining,False,85,1.77,55,97,2.0,Leclerc,False,False,False,87.776
Australia,True,Inter,Save,59.5,32,VeryLow,Low,Raining,False,90,1.77,48,89,2.0,Sainz,False,False,False,87.719
Australia,True,Inter,Save,50.3,32,VeryLow,Low,Raining,False,83,1.89,56,97,2.0,Leclerc,True,False,False,89.563
Australia,True,Inter,Save,57.6,32,VeryLow,Low,Raining,False,88,2.08,48,89,2.0,Sainz,False,False,False,89.125
Australia,True,Inter,Push,48.5,30,VeryLow,Low,Raining,False,81,3.25,56,97,3.0,Leclerc,True,False,False,90.479
Australia,True,Inter,Save,55.8,30,VeryLow,Low,Raining,False,86,3.51,49,89,1.0,Sainz,False,False,False,90.21
Australia,True,Inter,Push,46.6,28,VeryLow,Low,Raining,False,78,3.26,58,97,3.0,Leclerc,False,False,False,90.72
Australia,True,Inter,Push,53.9,28,VeryLow,Low,Raining,False,85,3.3,50,89,3.0,Sainz,False,False,False,89.591
Australia,True,Inter,Push,44.8,26,VeryLow,Low,Raining,False,75,3.7,60,97,3.0,Leclerc,True,False,False,90.999
Australia,True,Inter,Push,52.1,26,VeryLow,Low,Raining,False,82,3.74,50,89,3.0,Sainz,True,False,False,90.501
Australia,True,Inter,Push,42.9,26,VeryLow,Low,Raining,False,72,3.56,62,97,3.0,Leclerc,False,True,False,89.261
Australia,True,Inter,Push,50.3,26,VeryLow,Low,Raining,False,79,3.54,51,89,3.0,Sainz,False,True,False,89.425
Australia,True,Inter,Push,41.0,25,VeryLow,Low,Raining,False,69,3.7,64,97,3.0,Leclerc,False,True,False,89.953
Australia,True,Inter,Push,48.3,25,VeryLow,Low,Raining,False,76,3.7,53,89,3.0,Sainz,True,True,False,92.527
Australia,True,Inter,Push,39.0,25,VeryLow,Low,Cloudy,False,66,3.5,65,97,3.0,Leclerc,False,True,False,89.45
Australia,True,Inter,Push,46.4,26,VeryLow,Low,Cloudy,False,73,3.4,55,89,3.0,Sainz,True,True,False,31.0
Australia,True,Inter,Push,37.1,27,VeryLow,Low,Cloudy,False,63,3.2,67,97,3.0,Leclerc,False,True,False,88.771
Australia,True,Inter,Push,44.6,28,VeryLow,Low,Cloudy,False,70,3.2,57,89,3.0,Sainz,False,True,False,88.835
Australia,True,Inter,Push,35.2,30,VeryLow,Low,Cloudy,False,60,2.85,69,97,3.0,Leclerc,False,True,False,88.172
Australia,True,Inter,Push,42.7,30,VeryLow,Low,Cloudy,False,67,2.85,58,89,3.0,Sainz,False,True,False,88.23
Australia,True,Inter,Push,33.2,31,VeryLow,Low,Cloudy,False,57,2.5,71,97,3.0,Leclerc,False,True,False,87.672
Australia,True,Inter,Push,40.7,31,VeryLow,Low,Cloudy,False,64,2.5,60,89,3.0,Sainz,False,True,False,87.67
Australia,True,Inter,Push,31.3,32,VeryLow,Low,Cloudy,False,54,2.2,73,97,4.0,Leclerc,False,True,False,87.193
Australia,True,Inter,Push,38.9,32,VeryLow,Low,Sunny,False,61,2.2,62,89,4.0,Sainz,False,True,False,87.145
Australia,True,Inter,Push,29.3,32,VeryLow,Low,Sunny,False,50,1.8,74,97,3.0,Leclerc,False,True,False,86.711
Australia,True,Inter,Push,36.8,32,VeryLow,Low,Sunny,False,57,1.8,63,89,3.0,Sainz,False,True,False,86.616
Australia,True,Inter,Push,27.3,32,VeryLow,Low,Sunny,False,47,1.5,76,97,3.0,Leclerc,False,True,False,86.269
Australia,True,Inter,Push,35.0,32,VeryLow,Low,Sunny,False,54,1.5,65,89,4.0,Sainz,False,True,False,86.246
Australia,True,Inter,Push,25.4,32,VeryLow,Low,Sunny,False,44,1.25,78,97,4.0,Leclerc,False,True,False,86.246
Australia,True,Inter,Push,33.1,32,VeryLow,Low,Sunny,False,50,1.25,67,89,3.0,Sainz,False,True,False,85.915
Australia,True,Inter,Balanced,23.4,32,VeryLow,Low,Sunny,False,40,0.9,80,97,3.0,Leclerc,False,True,False,86.367
Australia,True,Inter,Balanced,31.1,32,VeryLow,Low,Sunny,False,47,0.9,69,89,3.0,Sainz,False,True,False,86.284
Australia,True,Inter,Balanced,21.5,26,VeryLow,Low,Sunny,True,37,0.5,81,97,3.0,Leclerc,False,True,False,87.221
Australia,True,Inter,Balanced,28.9,26,VeryLow,Low,Sunny,True,44,0.5,70,89,3.0,Sainz,False,True,False,87.4
Australia,True,Soft,Push,35.7,35,VeryLow,Average,Cloudy,False,96,0.0,74,89,9.0,Sainz,False,True,False,80.816
Australia,True,Soft,Push,35.7,35,VeryLow,Average,Cloudy,False,96,0.0,85,97,9.0,Leclerc,False,True,False,80.7
Australia,True,Soft,Push,33.7,35,VeryLow,Average,Cloudy,False,87,0.0,75,89,8.0,Sainz,False,True,False,80.793
Australia,True,Soft,Push,33.7,35,VeryLow,Average,Cloudy,False,87,0.0,86,97,8.0,Leclerc,False,True,False,80.636
Australia,True,Soft,Save,31.7,36,VeryLow,Average,Sunny,False,79,0.0,76,89,5.0,Sainz,False,True,False,81.346
Australia,True,Soft,Save,31.7,36,VeryLow,Average,Sunny,False,79,0.0,86,97,5.0,Leclerc,False,True,False,81.165
Australia,True,Soft,Save,29.7,37,VeryLow,Average,Sunny,False,74,0.0,76,89,6.0,Sainz,True,True,False,81.605
Australia,True,Soft,Save,29.7,37,VeryLow,Average,Sunny,False,74,0.0,86,97,5.0,Leclerc,False,True,False,81.278
Australia,True,Soft,Save,27.8,39,VeryLow,Average,Sunny,False,68,0.0,76,89,5.0,Sainz,False,True,False,81.314
Australia,True,Soft,Save,27.8,39,VeryLow,Average,Sunny,False,69,0.0,87,97,5.0,Leclerc,False,True,False,81.3
Australia,True,Soft,Save,25.9,41,VeryLow,Average,Sunny,False,63,0.0,77,89,4.0,Sainz,True,True,False,83.322
Australia,True,Soft,Save,25.9,41,VeryLow,Average,Sunny,False,64,0.0,87,97,5.0,Leclerc,True,True,False,81.983
Australia,True,Soft,Save,24.1,41,VeryLow,Average,Sunny,False,59,0.0,77,89,5.0,Sainz,True,True,False,83.397
Australia,True,Soft,Save,24.1,41,VeryLow,Average,Sunny,False,59,0.0,88,97,5.0,Leclerc,True,True,False,81.943
Australia,True,Soft,Save,22.1,40,VeryLow,Average,Sunny,False,53,0.0,78,89,5.0,Sainz,True,True,False,82.244
Australia,True,Soft,Save,22.1,40,VeryLow,Average,Sunny,False,53,0.0,88,97,5.0,Leclerc,True,True,False,81.935
Australia,True,Soft,Save,20.3,40,VeryLow,Average,Sunny,False,48,0.0,79,89,5.0,Sainz,False,True,False,82.127
Australia,True,Soft,Save,20.3,38,VeryLow,Average,Cloudy,False,48,0.0,89,97,5.0,Leclerc,True,True,False,83.156
Australia,True,Soft,Save,18.4,38,VeryLow,Average,Cloudy,False,43,0.0,80,89,5.0,Sainz,True,True,False,83.298
Australia,True,Soft,Save,18.4,38,VeryLow,Average,Cloudy,False,43,0.0,90,97,5.0,Leclerc,True,True,False,83.016
Australia,True,Soft,Save,16.5,38,VeryLow,Average,Cloudy,False,38,0.0,81,89,5.0,Sainz,True,True,False,83.496
Australia,True,Soft,Save,16.5,38,VeryLow,Average,Cloudy,False,38,0.0,91,97,5.0,Leclerc,True,True,False,83.179
Australia,True,Medium,Balanced,60.0,40,VeryLow,Average,Sunny,False,97,0.0,84,89,3.0,Sainz,False,False,False,81.977
Australia,True,Medium,Balanced,60.0,40,VeryLow,Average,Sunny,False,97,0.0,95,97,3.0,Leclerc,True,False,False,82.754
Australia,True,Medium,Balanced,58.0,40,VeryLow,Average,Sunny,False,94,0.0,85,89,3.0,Sainz,True,False,False,82.741
Australia,True,Medium,Balanced,58.0,40,VeryLow,Average,Sunny,False,94,0.0,95,97,3.0,Leclerc,True,False,False,82.547
Australia,True,Medium,Balanced,56.0,40,VeryLow,Average,Sunny,False,91,0.0,85,89,3.0,Sainz,True,False,False,82.58
Australia,True,Medium,Balanced,56.0,40,VeryLow,Average,Sunny,False,91,0.0,95,97,3.0,Leclerc,False,False,False,82.061
Australia,True,Medium,Balanced,54.0,39,VeryLow,Average,Cloudy,False,88,0.0,86,89,3.0,Sainz,False,False,False,82.15
Australia,True,Medium,Balanced,54.0,39,VeryLow,Average,Cloudy,False,88,0.0,96,97,3.0,Leclerc,False,False,False,82.15
Australia,True,Medium,Balanced,52.0,38,VeryLow,Average,Cloudy,False,85,0.0,86,89,3.0,Sainz,False,False,False,81.84
Australia,True,Medium,Balanced,52.0,38,VeryLow,Average,Cloudy,False,85,0.0,96,97,2.0,Leclerc,False,False,False,82.007
Australia,True,Medium,Balanced,50.2,37,VeryLow,Average,Cloudy,False,82,0.0,86,89,4.0,Sainz,False,False,False,82.216
Australia,True,Medium,Balanced,50.2,37,VeryLow,Average,Cloudy,False,83,0.0,96,97,3.0,Leclerc,False,False,False,82.032
Australia,True,Medium,Balanced,48.3,37,VeryLow,Average,Cloudy,False,79,0.0,87,89,3.0,Sainz,True,False,False,83.081
Australia,True,Medium,Balanced,48.3,37,VeryLow,Average,Cloudy,False,80,0.0,97,97,2.0,Leclerc,False,False,False,81.989
Australia,True,Medium,Balanced,46.5,38,VeryLow,Average,Sunny,False,76,0.0,88,89,3.0,Sainz,False,False,False,82.082
Australia,True,Medium,Balanced,46.5,38,VeryLow,Average,Sunny,False,78,0.0,98,97,3.0,Leclerc,False,False,False,82.328
Australia,True,Medium,Balanced,44.6,41,VeryLow,Average,Sunny,False,73,0.0,89,89,2.0,Sainz,False,False,False,82.098
Australia,True,Medium,Balanced,44.6,41,VeryLow,Average,Sunny,False,75,0.0,99,97,2.0,Leclerc,False,False,False,81.959
Australia,True,Medium,Push,42.8,37,VeryLow,Average,Sunny,False,71,0.0,89,89,4.0,Sainz,False,False,False,81.891
Australia,True,Medium,Push,42.8,37,VeryLow,Average,Sunny,False,73,0.0,100,97,4.0,Leclerc,False,False,False,81.749
Australia,True,Medium,Push,41.0,35,VeryLow,Average,Cloudy,False,67,0.0,90,89,3.0,Sainz,False,False,False,81.968
Australia,True,Medium,Push,41.0,35,VeryLow,Average,Cloudy,False,69,0.0,100,97,4.0,Leclerc,False,False,False,81.797
Australia,True,Medium,Push,39.2,34,VeryLow,Average,Cloudy,False,64,0.0,92,89,4.0,Sainz,True,False,False,82.774
Australia,True,Medium,Push,39.2,34,VeryLow,Average,Cloudy,False,65,0.0,100,97,3.0,Leclerc,False,False,False,81.86
Australia,True,Medium,Push,37.4,35,VeryLow,Average,Cloudy,False,60,0.0,94,89,4.0,Sainz,False,False,False,82.133
Australia,True,Medium,Push,37.4,35,VeryLow,Average,Cloudy,False,62,0.0,100,97,4.0,Leclerc,False,False,False,82.059
Australia,True,Medium,Push,35.6,35,VeryLow,Average,Cloudy,False,56,0.0,95,89,4.0,Sainz,False,False,False,81.928
Australia,True,Medium,Push,35.6,35,VeryLow,Average,Cloudy,False,58,0.0,100,97,3.0,Leclerc,False,False,False,82.037
Australia,True,Medium,Push,33.8,37,VeryLow,Average,Cloudy,False,52,0.0,97,89,3.0,Sainz,True,False,False,82.868
Australia,True,Medium,Push,33.8,37,VeryLow,Average,Cloudy,False,55,0.0,100,97,3.0,Leclerc,True,False,False,83.391
Australia,False,Medium,Push,110.0,32,Low,Average,Sunny,False,99,0.0,100,94,3.0,Sainz,False,True,False,89.539
Australia,False,Medium,Push,110.0,32,Low,Average,Sunny,False,99,0.0,100,97,3.0,Leclerc,False,True,False,89.276
Australia,False,Medium,Balanced,107.8,32,Low,Average,Sunny,False,96,0.0,100,94,3.0,Sainz,False,True,False,85.798
Australia,False,Medium,Balanced,107.8,32,Low,Average,Sunny,False,96,0.0,100,97,3.0,Leclerc,False,True,False,85.885
Australia,False,Medium,Push,105.8,32,Low,High,Sunny,False,93,0.0,100,94,4.0,Sainz,False,True,False,84.584
Australia,False,Medium,Push,105.8,32,Low,High,Sunny,False,93,0.0,100,97,4.0,Leclerc,False,True,False,84.604
Australia,False,Medium,Push,103.7,32,Low,High,Sunny,False,89,0.0,100,94,4.0,Sainz,False,True,False,85.475
Australia,False,Medium,Push,103.7,32,Low,High,Sunny,False,89,0.0,100,97,4.0,Leclerc,False,True,False,85.19
Australia,False,Medium,Push,101.3,32,Low,High,Sunny,False,85,0.0,100,94,5.0,Sainz,False,True,False,85.408
Australia,False,Medium,Save,101.3,32,Low,High,Sunny,False,85,0.0,100,97,5.0,Leclerc,False,True,False,85.68
Australia,False,Medium,Push,99.3,32,Low,High,Cloudy,False,80,0.0,100,94,3.0,Sainz,False,True,False,84.891
Australia,False,Medium,Save,99.3,32,Low,High,Cloudy,False,82,0.0,100,97,2.0,Leclerc,False,True,False,86.036
Australia,False,Medium,Balanced,97.3,32,Low,High,Cloudy,False,77,0.0,100,94,5.0,Sainz,False,True,False,84.569
Australia,False,Medium,Balanced,97.6,32,Low,High,Cloudy,False,80,0.0,100,97,4.0,Leclerc,False,True,False,85.789
Australia,False,Medium,Balanced,94.8,32,Low,High,Cloudy,False,73,0.0,100,94,2.0,Sainz,True,False,False,86.05
Australia,False,Medium,Balanced,94.8,32,Low,High,Cloudy,False,76,0.0,100,97,3.0,Leclerc,True,False,False,85.932
Australia,False,Medium,Balanced,93.1,32,Average,High,Cloudy,False,71,0.0,100,94,3.0,Sainz,True,False,False,86.016
Australia,False,Medium,Balanced,93.3,32,Average,High,Cloudy,False,73,0.0,100,97,2.0,Leclerc,True,False,False,85.796
Australia,False,Medium,Balanced,91.2,32,Average,High,Cloudy,False,68,0.0,100,94,2.0,Sainz,True,False,False,85.947
Australia,False,Medium,Balanced,91.5,32,Average,High,Cloudy,False,71,0.0,100,97,2.0,Leclerc,True,False,False,85.796
Australia,False,Medium,Balanced,89.4,32,Average,High,Cloudy,False,66,0.0,100,94,2.0,Sainz,False,False,False,85.385
Australia,False,Medium,Balanced,89.7,32,Average,High,Cloudy,False,69,0.0,100,97,3.0,Leclerc,False,False,False,85.144
Australia,False,Medium,Balanced,87.4,32,Average,High,Cloudy,False,64,0.0,100,94,2.0,Sainz,False,False,False,85.331
Australia,False,Medium,Balanced,87.4,32,Average,High,Cloudy,False,66,0.0,100,97,2.0,Leclerc,False,False,False,84.462
Australia,False,Medium,Balanced,85.8,32,Average,High,Cloudy,False,62,0.0,100,94,3.0,Sainz,False,False,False,85.357
Australia,False,Medium,Push,85.8,32,Average,High,Cloudy,False,64,0.0,100,97,3.0,Leclerc,False,False,False,84.257
Australia,False,Medium,Balanced,83.7,32,Average,High,Cloudy,False,59,0.0,100,94,2.0,Sainz,True,False,False,87.454
Australia,False,Medium,Push,83.9,32,Average,High,Cloudy,False,61,0.0,100,97,4.0,Leclerc,False,False,False,84.194
Australia,False,Medium,Balanced,81.6,32,Average,High,Cloudy,False,57,0.0,100,94,3.0,Sainz,False,False,False,85.337
Australia,False,Medium,Push,81.6,32,Average,High,Cloudy,False,57,0.0,100,97,3.0,Leclerc,False,True,False,85.267
Australia,False,Medium,Push,79.7,32,Average,High,Cloudy,False,54,0.0,100,94,3.0,Sainz,False,False,False,85.014
Australia,False,Medium,Balanced,79.6,32,Average,High,Cloudy,False,54,0.0,100,97,3.0,Leclerc,False,False,False,96.609
Australia,False,Medium,Balanced,77.7,32,Average,High,Cloudy,False,51,0.0,100,94,4.0,Sainz,False,True,False,85.005
Australia,False,Hard,Balanced,77.6,32,Average,High,Cloudy,False,99,0.0,100,97,1.0,Leclerc,False,False,False,91.112
Australia,False,Medium,Balanced,75.6,32,Average,High,Cloudy,False,47,0.0,100,94,4.0,Sainz,False,True,False,97.47
Australia,False,Hard,Balanced,75.8,32,Average,High,Cloudy,False,98,0.0,100,97,3.0,Leclerc,False,False,False,85.197
Australia,False,Hard,Balanced,73.6,32,Average,High,Cloudy,False,99,0.0,100,94,1.0,Sainz,False,False,False,90.665
Australia,False,Hard,Push,73.8,32,Average,High,Cloudy,False,95,0.0,100,97,2.0,Leclerc,False,False,False,84.713
Australia,False,Hard,Balanced,71.7,32,Average,High,Cloudy,False,98,0.0,100,94,2.0,Sainz,False,False,False,84.49
Australia,False,Hard,Push,71.8,32,Average,High,Cloudy,False,93,0.0,100,97,3.0,Leclerc,False,True,False,83.259
Australia,False,Hard,Balanced,69.8,32,Average,High,Cloudy,False,96,0.0,100,94,2.0,Sainz,True,False,False,84.922
Australia,False,Hard,Push,69.8,32,Average,High,Cloudy,False,90,0.0,100,97,3.0,Leclerc,True,False,False,86.245
Australia,False,Hard,Balanced,67.9,32,Average,High,Cloudy,False,94,0.0,100,94,2.0,Sainz,True,False,False,85.338
